contestId,index,name,rating,tags,solvedCount,statement,tags_list,n_tags,top_tag,statement_length,statement_words,has_math,name_length,name_words,log_solved,tag_binary search,tag_constructive algorithms,tag_brute force,tag_greedy,tag_bitmasks,tag_combinatorics,tag_data structures,tag_dp,tag_math,tag_implementation
2217,E,Definitely Larger,2000,"['binary search', 'constructive algorithms', 'data structures', 'graphs', 'greedy', 'sortings']",1939,"You are given a permutation $$$p$$$$$$^{\text{∗}}$$$ of integers from $$$1$$$ to $$$n$$$.
For an arbitrary permutation $$$q$$$ of length $$$n$$$, we say that index $$$j$$$
dominates
index $$$i$$$ if and only if all of the following conditions hold:
$$$j  \gt  i$$$,
$$$p_j  \gt  p_i$$$, and
$$$q_j  \gt  q_i$$$.
You are also given an array $$$d$$$ of length $$$n$$$, where $$$d_i$$$ denotes the number of indices that dominate index $$$i$$$.
Your task is to construct a permutation $$$q$$$ of integers from $$$1$$$ to $$$n$$$ such that for every index $$$i$$$ ($$$1 \le i \le n$$$), the number of indices $$$j$$$ that dominate $$$i$$$ is exactly $$$d_i$$$.
If such $$$q$$$ exists, output any valid one. Otherwise, report that it does not exist.
$$$^{\text{∗}}$$$A permutation of length $$$n$$$ is an array consisting of $$$n$$$ distinct integers from $$$1$$$ to $$$n$$$ in arbitrary order. For example, $$$[2,3,1,5,4]$$$ is a permutation, but $$$[1,2,2]$$$ is not a permutation ($$$2$$$ appears twice in the array), and $$$[1,3,4]$$$ is also not a permutation ($$$n=3$$$ but there is $$$4$$$ in the array).","['binary search', 'constructive algorithms', 'data structures', 'graphs', 'greedy', 'sortings']",6,binary search,1106,173,1,17,2,7.570443252057374,1,0,0,0,0,0,0,0,0,0
2217,D,Flip the Bit (Hard Version),1900,"['greedy', 'implementation', 'math']",3165,"This is the hard version of the problem. The difference between the versions is that in this version, there can be multiple special indices ($$$1 \le k \le n$$$). You can hack only if you solved all versions of this problem.
You are given a binary array $$$a$$$ of length $$$n$$$ and $$$k$$$
special indices
$$$p_1, p_2, \ldots, p_k$$$ ($$$1 \le p_i \le n$$$). It is given that the values $$$a_i$$$ of all elements at special indices are the same (i. e., $$$a_{p_1} = a_{p_2} = \ldots = a_{p_k}$$$).
In one operation, you can choose a range $$$[l, r]$$$ ($$$1 \le l \le r \le n$$$) such that the range contains
at least
one special index ($$$l \le p_i \le r$$$) and flip all bits $$$a_j$$$ for $$$l \le j \le r$$$. Flipping a bit changes $$$0$$$ to $$$1$$$ and $$$1$$$ to $$$0$$$.
Let $$$x$$$ denote the value at special indices
before any operations are applied
. Find the minimum number of operations required to make all elements of the array
equal to
$$$x$$$.","['greedy', 'implementation', 'math']",3,greedy,963,174,1,27,5,8.060224240440958,0,0,0,1,0,0,0,0,0,0
2217,C,Grid Covering,1300,"['chinese remainder theorem', 'math', 'number theory']",10031,"Prakul has been working hard setting problems for Codecraft. When he's deep in thought, he likes jumping around his room in weird but specific ways. After some time, he wonders if jumping in this manner can cover all the tiles of his room.
Prakul's room can be considered as a grid $$$A$$$ consisting of $$$n$$$ rows and $$$m$$$ columns. He starts walking from $$$A_{1,1}$$$. If he is currently at $$$A_{i,j}$$$ he can do either of the following moves:
Jump $$$b$$$ steps right to $$$A_{\,i,\;((j+b-1)\bmod m)+1}$$$, or
Jump $$$a$$$ steps down to $$$A_{\,((i+a-1)\bmod n)+1,\;j}$$$.
A special restriction is that he can start with either move, but
must alternate
between them.
Note that his room is quite special as it wraps around itself. Moving one step right from the $$$m$$$-th column places him in the $$$1$$$-st column. Similarly, moving one step down from the $$$n$$$-th row places him in the $$$1$$$-st row.
Since he still has to work on problemsetting, he needs your help. Determine if he can visit all tiles in $$$A$$$ in a finite number of jumps.","['chinese remainder theorem', 'math', 'number theory']",3,chinese remainder theorem,1057,177,1,13,2,9.213535262872702,0,0,0,0,0,0,0,0,0,0
2217,B,Flip the Bit (Easy Version),1000,"['greedy', 'implementation']",15462,"This is the easy version of the problem. The difference between the versions is that in this version, there is exactly one special index ($$$k=1$$$). You can hack only if you solved all versions of this problem.
You are given a binary array $$$a$$$ of length $$$n$$$ and $$$k$$$
special indices
$$$p_1, p_2, \ldots, p_k$$$ ($$$1 \le p_i \le n$$$). It is given that the values $$$a_i$$$ of all elements at special indices are the same (i. e., $$$a_{p_1} = a_{p_2} = \ldots = a_{p_k}$$$).
In one operation, you can choose a range $$$[l, r]$$$ ($$$1 \le l \le r \le n$$$) such that the range contains
at least
one special index ($$$l \le p_i \le r$$$) and flip all bits $$$a_j$$$ for $$$l \le j \le r$$$. Flipping a bit changes $$$0$$$ to $$$1$$$ and $$$1$$$ to $$$0$$$.
Let $$$x$$$ denote the value at special indices
before any operations are applied
. Find the minimum number of operations required to make all elements of the array
equal to
$$$x$$$.","['greedy', 'implementation']",2,greedy,950,170,1,27,5,9.64620535247543,0,0,0,1,0,0,0,0,0,0
2217,A,The Equalizer,800,['math'],20870,"To settle a long-time feud, Shaunak and Yash decided to play a game on an array $$$a$$$ of $$$n$$$ integers, with Shaunak going first. The players take turns, and the last player to make a move wins. On a player's turn, he chooses some $$$a_i  \gt  0$$$ and decrements it by $$$1$$$.
To make things interesting, Shaunak is allowed to use a special move
at most
once during the game. This move replaces his normal turn. When used, all elements $$$a_i$$$ ($$$1 \leq i \leq n$$$) are set to a special value $$$k$$$ that is given initially.
Assuming that both players play optimally, determine if Shaunak can always win.",['math'],1,math,616,109,1,13,2,9.94611591459175,0,0,0,0,0,0,0,0,1,0
2216,B,THU Packing Puzzle,1300,['greedy'],3022,"There are three types of 2D blocks: T-shaped, H-shaped, and U-shaped. Their exact shapes are shown in the figure below:
You are given three non-negative integers $$$c_T$$$, $$$c_H$$$, and $$$c_U$$$, representing the numbers of T-shaped, H-shaped, and U-shaped blocks, respectively. Your task is to pack all $$$(c_T + c_H + c_U)$$$ blocks into an $$$n \times 3$$$ grid, following these rules:
Every block must be placed entirely inside the grid;
No two blocks may overlap (i.e., no unit cell can be covered by more than one block);
Blocks can be
rotated
by any multiple of $$$90^{\circ}$$$, but their edges must remain parallel to the grid borders.
You have to find the minimum possible value of $$$n$$$ for which such a packing exists.",['greedy'],1,greedy,735,122,1,18,3,8.014004994779459,0,0,0,1,0,0,0,0,0,0
2216,A,Course Wishes,900,['greedy'],3987,"qwqkawaii is registering for $$$n$$$ ($$$n\le 50$$$) courses. In the registration system, he can submit a
course wish
for each course, which indicates his priority for taking that course.
Course wishes are divided into $$$k+1$$$ ($$$k\le 20$$$) priority levels, where level $$$1$$$ is the highest priority and level $$$k+1$$$ is the lowest.
The first $$$k$$$ wish levels have capacity limits: for each $$$1 \le i \le k$$$, at most $$$a_i$$$ courses can be assigned wish level $$$i$$$. Note that wish level $$$k+1$$$ has no capacity limit.
Initially, the $$$i$$$-th course has wish level $$$b_i$$$, and it is guaranteed that this initial assignment satisfies all capacity limits. Now qwqkawaii wants to adjust all his courses to wish level $$$k + 1$$$. To achieve this, he can apply the following operation at most $$$1000$$$ times:
Select a course $$$i$$$ ($$$1\le i\le n$$$), then increase $$$b_i$$$ by $$$1$$$.
Note that:
A course at level $$$k+1$$$ cannot be selected;
After every single operation, all capacity limits
must
still be satisfied.
Your task is to construct a valid adjustment sequence with at most $$$1000$$$ operations, or report that it is impossible.",['greedy'],1,greedy,1169,186,1,13,2,8.291045131081729,0,0,0,1,0,0,0,0,0,0
2215,G,Maze,3500,['trees'],31,"There is an $$$(n+2) \times (n+2)$$$ grid, where both coordinates range from $$$0$$$ to $$$n+1$$$ inclusive. The outermost cells of the grid are all obstacle cells.
In addition, there are $$$m$$$ more obstacle cells in the grid. The $$$i$$$-th obstacle cell is located at $$$(x_i, y_i)$$$.
It is guaranteed that all obstacles (including the outer boundary cells) are 4-connected.
That is, you can move between any two obstacle cells by moving up, down, left, or right through other obstacle cells.
Little L is walking in this maze. He cannot step into any obstacle cell at any time. If Little L is at position $$$(x, y)$$$, he can make the following moves:
Move orthogonally to an adjacent cell $$$(x+1,y)$$$, $$$(x-1,y)$$$, $$$(x,y+1)$$$, or $$$(x,y-1)$$$ with a cost of $$$2$$$.
Move diagonally to an adjacent cell $$$(x+1,y+1)$$$, $$$(x+1,y-1)$$$, $$$(x-1,y+1)$$$, or $$$(x-1,y-1)$$$ with a cost of $$$3$$$.
There are $$$q$$$ queries. For each query, you are given a starting point and an ending point. You need to find the minimum total cost for Little L to travel from the starting point to the ending point. If it is impossible to reach the ending point, output $$$-1$$$.",['trees'],1,trees,1177,192,1,4,1,3.4657359027997265,0,0,0,0,0,0,0,0,0,0
2215,F,Research,3500,['games'],31,"Research: Draw cards from 1 of the facedown Level Decks equal to your Research Amount. You may choose 1 to Build or File.
Alice and Bob will play a game with a deck of cards. This deck consists of $$$n-1$$$ white cards and one green card. Initially, the green card is located at the $$$s$$$-th place from the top of the deck, with the number $$$1$$$ written on it. Both Alice and Bob know the place of the green card.
Alice goes first. In each turn, they should proceed as follows:
Take $$$k$$$ cards from the top of the deck. (If the deck has fewer than $$$k$$$ cards, take all of them.) After that, discard $$$0$$$ or $$$1$$$ card among those $$$k$$$ cards, and put the remaining cards at the bottom of the deck in any order they like.
If the green card is discarded by Bob, the game ends immediately with a score of $$$0$$$.
If the green card is discarded by Alice, the game ends immediately with a score equal to the number written on the green card.
If Alice takes the green card and returns it to the deck, she should tell Bob the new location of the green card and increase the number on the green card by $$$1$$$.
Alice needs to maximize the score, while Bob needs to minimize it. You have to find the final score of the game if both of them play optimally.",['games'],1,games,1265,241,1,8,1,3.4657359027997265,0,0,0,0,0,0,0,0,0,0
2215,E,Star Map,2700,"['constructive algorithms', 'data structures', 'geometry', 'greedy', 'sortings']",146,"Funni-chan loves watching stars.
There are $$$n$$$ stars in the sky, which can be regarded as points on a plane with Cartesian coordinates. The coordinates of the $$$i$$$-th star are $$$(x_i, y_i)$$$. It is guaranteed that all $$$x_1, x_2, \ldots, x_n$$$ are pairwise distinct, and all $$$y_1, y_2, \ldots, y_n$$$ are pairwise distinct. The stars are numbered from $$$1$$$ to $$$n$$$ in the order they are given in the input.
Funni-chan wants to connect some pairs of these stars to form a constellation.
She defines the basic unit of a constellation as a triangle formed by three stars connected pairwise. A triangle is called
harmonious
if there exists an axis-aligned rectangle such that all three vertices of the triangle lie on the boundary of the rectangle.
Funni-chan imposes the following constraints on the constellation:
Every triangle in the constellation must be
harmonious
.
The interiors of any two triangles in the constellation must be disjoint. Note that the boundary of a triangle is not considered part of its interior.
Under these constraints, Funni-chan wants her constellation to contain the maximum possible number of triangles. Your task is to find this maximum number and construct a valid constellation that achieves it.","['constructive algorithms', 'data structures', 'geometry', 'greedy', 'sortings']",5,constructive algorithms,1246,200,1,8,2,4.990432586778736,0,1,0,0,0,0,0,0,0,0
2215,D,"EXPloration, EXPloitation, and Gain Some EXPerience!",2800,"['bitmasks', 'brute force', 'dp', 'greedy', 'implementation']",93,"Years later, Shiro and White both enrolled in THU. After learning about the EXP3 algorithm for the ""Multi-armed Bandit"" problem in class, they suddenly had a whim and devised a game unrelated to this.
There are $$$n$$$ positions arranged in a row, numbered $$$1,2,\ldots,n$$$ from front to back. Each position can be in one of two states:
blackened
or
unblackened
. Shiro's piece starts at position $$$1$$$, and White's piece starts at position $$$2$$$. At the beginning of the game, only positions $$$1$$$ and $$$2$$$ are
blackened
.
The players take turns making moves, with Shiro going first. In each turn, the current player must choose their own piece and jump forward $$$1$$$ to $$$4$$$ steps to an
unblackened
position, and
blacken
the position they land on. If a player cannot make a legal move (i.e., all positions within $$$1$$$ to $$$4$$$ steps forward from their current position are either beyond $$$n$$$ or already
blackened
), the player will skip this turn (i.e., make no move).
The game ends when
both
Shiro and White cannot make any valid move. It is easy to prove that the game is guaranteed to terminate within a finite number of steps.
For each $$$3\le k\le n$$$, position $$$k$$$ has a
positive
integer weight $$$a_k$$$. Whenever a player
blackens
such a position $$$k$$$, their score increases by $$$a_k$$$. Both Shiro and White start with a score of $$$0$$$, and both of them aim to maximize the difference between their own score and their opponent's score by the end of the game.
Let $$$d=s_1 - s_2$$$, where $$$s_1$$$ is Shiro's score and $$$s_2$$$ is White's score. Shiro and White want to know: if both players act according to optimal strategies, what will be the value of $$$d$$$ after the game ends? Since this problem is too complex, they have turned to you from THUSAA. You have to help them solve the problem.","['bitmasks', 'brute force', 'dp', 'greedy', 'implementation']",5,bitmasks,1844,316,1,52,6,4.543294782270004,0,0,0,0,1,0,0,0,0,0
